1970	1	20	0.9337029	0.053089	0.0126888	0.0005193
1970	1	21	0.9066386	0.0772765	0.0141393	0.0019456
1970	1	22	0.8791835	0.0825997	0.0304344	0.0077823
1970	1	23	0.8394253	0.1066566	0.0393581	0.0145601
1970	1	24	0.7958243	0.1347999	0.0503911	0.0189846
1970	1	25	0.7550729	0.1439414	0.0698297	0.031156
1970	1	26	0.7463232	0.1366861	0.0835047	0.033486
1970	1	27	0.7432411	0.1446818	0.0759185	0.0361585
1970	1	28	0.6885141	0.1644203	0.0921051	0.0549604
1970	1	29	0.6656818	0.1588762	0.1148475	0.0605945
1970	1	30	0.6365992	0.1692343	0.1227493	0.0714171
1970	1	31	0.5924506	0.1857461	0.1467668	0.0750366
1970	1	32	0.5744504	0.2022422	0.1463516	0.0769558
1970	1	33	0.5655983	0.1998081	0.1510534	0.0835402
1970	1	34	0.5593809	0.1800894	0.1630662	0.0974636
1970	1	35	0.5277963	0.195589	0.1688866	0.1077281
1970	1	36	0.4906265	0.2069974	0.1976243	0.1047518
1970	1	37	0.5158106	0.2032092	0.1838544	0.0971258
1970	1	38	0.4761501	0.2263178	0.2115221	0.08601
1970	1	39	0.4561279	0.2394024	0.2009513	0.1035185
1970	1	40	0.4659519	0.2407188	0.1932029	0.1001264
