1970	1	20	0.5248859	0.3491264	0.1028214	0.0231663
1970	1	21	0.5028788	0.329798	0.1349823	0.0323409
1970	1	22	0.4928625	0.3300957	0.1351953	0.0418465
1970	1	23	0.4544522	0.3127321	0.1875703	0.0452454
1970	1	24	0.4400791	0.3139283	0.1958272	0.0501654
1970	1	25	0.4043171	0.3032352	0.2195812	0.0728665
1970	1	26	0.3938287	0.2735398	0.2404197	0.0922118
1970	1	27	0.3895494	0.2722899	0.2400936	0.098067
1970	1	28	0.3343149	0.2740638	0.2737056	0.1179157
1970	1	29	0.2850163	0.2704267	0.2919335	0.1526236
1970	1	30	0.2640271	0.2602109	0.3233825	0.1523796
1970	1	31	0.2256823	0.2745859	0.3264312	0.1733007
1970	1	32	0.2185089	0.2334051	0.3514052	0.1966808
1970	1	33	0.180882	0.2291994	0.3859063	0.2040123
1970	1	34	0.168341	0.2073249	0.3889295	0.2354047
1970	1	35	0.1712386	0.208092	0.3808286	0.2398409
1970	1	36	.1545769	.1910351	.4050365	.2493515
1970	1	37	.1424703	.196287		.4048746	.2563681
1970	1	38	.1421696	.1922299	.4039187	.2616817
1970	1	39	.1371407	.1898175	.4151791	.2578627
1970	1	40	.1540514	.1806657	.3963235	.2689594
