1970	1	17	0.32	0.00	10536.98	0.05	0.27	0.00	0.00
1970	1	18	0.44	0.00	15146.68	0.14	0.30	0.00	0.00
1970	1	19	0.54	0.00	17228.98	0.29	0.25	0.00	0.00
1970	1	20	0.59	0.01	19414.85	0.38	0.21	0.00	0.00
1970	1	21	0.63	0.01	21660.20	0.43	0.19	0.00	0.00
1970	1	22	0.68	0.02	22987.58	0.50	0.18	0.00	0.00
1970	1	23	0.74	0.02	25951.43	0.57	0.17	0.00	0.00
1970	1	24	0.79	0.03	27831.66	0.66	0.13	0.00	0.00
1970	1	25	0.80	0.05	32514.62	0.70	0.10	0.00	0.00
1970	1	26	0.82	0.05	35371.72	0.74	0.08	0.00	0.00
1970	1	27	0.82	0.07	37148.75	0.75	0.07	0.00	0.00
1970	1	28	0.82	0.09	40719.23	0.76	0.06	0.00	0.00
1970	1	29	0.82	0.11	42415.98	0.77	0.05	0.00	0.00
1970	1	30	0.82	0.12	44820.84	0.77	0.05	0.00	0.00
1970	1	31	0.83	0.14	46299.48	0.78	0.05	0.00	0.00
1970	1	32	0.83	0.14	48487.17	0.78	0.05	0.00	0.00
1970	1	33	0.81	0.16	48663.38	0.76	0.05	0.00	0.00
1970	1	34	0.80	0.16	49884.05	0.76	0.04	0.00	0.00
1970	1	35	0.79	0.17	53273.48	0.75	0.05	0.00	0.00
1970	1	36	0.79	0.19	52531.23	0.75	0.04	0.00	0.00
1970	1	37	0.77	0.21	53700.96	0.71	0.06	0.00	0.00
1970	1	38	0.77	0.20	55426.65	0.71	0.05	0.00	0.00
1970	1	39	0.74	0.21	54892.87	0.69	0.05	0.00	0.00
1970	1	40	0.74	0.22	56627.60	0.68	0.05	0.00	0.00
1970	1	41	0.75	0.22	58409.72	0.70	0.05	0.00	0.00
1970	1	42	0.73	0.25	53550.06	0.68	0.05	0.00	0.00
1970	1	43	0.71	0.22	54170.66	0.65	0.06	0.00	0.00
1970	1	44	0.73	0.23	57597.28	0.67	0.06	0.00	0.00
1970	1	45	0.72	0.20	60046.21	0.66	0.05	0.00	0.00
1970	1	46	0.71	0.24	62118.55	0.65	0.06	0.00	0.00
1970	1	47	0.71	0.19	55388.44	0.66	0.05	0.00	0.00
1970	1	48	0.70	0.23	61405.80	0.65	0.05	0.00	0.00
1970	1	49	0.66	0.21	53916.92	0.63	0.03	0.00	0.00
1970	1	50	0.70	0.22	62812.81	0.64	0.06	0.00	0.00
1970	1	51	0.70	0.17	64201.19	0.66	0.04	0.00	0.00
1970	1	52	0.68	0.15	59266.43	0.62	0.06	0.00	0.00
