1950	0	5287	10574	21400	31723	42297	53375	66718	80062	106749	142500	206952	266873	400309	533746	100000000	0.14	0.16	0.18	0.21	0.24	0.28	0.32	0.37	0.43	0.49	0.54	0.59	0.64	0.68	0.70	0	2769	5287	10574	15610	21400	26687	31974	40031	53375	66718	80062	98693	133436	200155	266873	100000000	0.14	0.16	0.18	0.19	0.21	0.24	0.26	0.30	0.34	0.39	0.44	0.49	0.55	0.63	0.68	0.70
1951	0	5287	10574	21400	31723	42297	53375	66718	80062	106749	142500	206952	266873	400309	533746	100000000	0.14	0.16	0.18	0.21	0.24	0.28	0.32	0.37	0.43	0.49	0.54	0.59	0.64	0.68	0.70	0	2769	5287	10574	15610	21400	26687	31974	40031	53375	66718	80062	98693	133436	200155	266873	100000000	0.14	0.16	0.18	0.19	0.21	0.24	0.26	0.30	0.34	0.39	0.44	0.49	0.55	0.63	0.68	0.70
1952	0	5287	10574	21400	31723	42297	53375	66718	80062	106749	142500	206952	266873	400309	533746	100000000	0.14	0.16	0.18	0.21	0.24	0.28	0.32	0.37	0.43	0.49	0.54	0.59	0.64	0.68	0.70	0	2769	5287	10574	15610	21400	26687	31974	40031	53375	66718	80062	98693	133436	200155	266873	100000000	0.14	0.16	0.18	0.19	0.21	0.24	0.26	0.30	0.34	0.39	0.44	0.49	0.55	0.63	0.68	0.70
1953	0	5287	10574	21400	31723	42297	53375	66718	80062	106749	142500	206952	266873	400309	533746	100000000	0.14	0.16	0.18	0.21	0.24	0.28	0.32	0.37	0.43	0.49	0.54	0.59	0.64	0.68	0.70	0	2769	5287	10574	15610	21400	26687	31974	40031	53375	66718	80062	98693	133436	200155	266873	100000000	0.14	0.16	0.18	0.19	0.21	0.24	0.26	0.30	0.34	0.39	0.44	0.49	0.55	0.63	0.68	0.70
1954	0	5287	10574	21400	31723	42297	53375	66718	80062	106749	142500	206952	266873	400309	533746	100000000	0.14	0.16	0.18	0.21	0.24	0.28	0.32	0.37	0.43	0.49	0.54	0.59	0.64	0.68	0.70	0	2769	5287	10574	15610	21400	26687	31974	40031	53375	66718	80062	98693	133436	200155	266873	100000000	0.14	0.16	0.18	0.19	0.21	0.24	0.26	0.30	0.34	0.39	0.44	0.49	0.55	0.63	0.68	0.70
1955	0	5287	10574	21400	31723	42297	53375	66718	80062	106749	142500	206952	266873	400309	533746	100000000	0.14	0.16	0.18	0.21	0.24	0.28	0.32	0.37	0.43	0.49	0.54	0.59	0.64	0.68	0.70	0	2769	5287	10574	15610	21400	26687	31974	40031	53375	66718	80062	98693	133436	200155	266873	100000000	0.14	0.16	0.18	0.19	0.21	0.24	0.26	0.30	0.34	0.39	0.44	0.49	0.55	0.63	0.68	0.70
1956	0	5287	10574	21400	31723	42297	53375	66718	80062	106749	142500	206952	266873	400309	533746	100000000	0.14	0.16	0.18	0.21	0.24	0.28	0.32	0.37	0.43	0.49	0.54	0.59	0.64	0.68	0.70	0	2769	5287	10574	15610	21400	26687	31974	40031	53375	66718	80062	98693	133436	200155	266873	100000000	0.14	0.16	0.18	0.19	0.21	0.24	0.26	0.30	0.34	0.39	0.44	0.49	0.55	0.63	0.68	0.70
1957	0	5287	10574	21400	31723	42297	53375	66718	80062	106749	142500	206952	266873	400309	533746	100000000	0.14	0.16	0.18	0.21	0.24	0.28	0.32	0.37	0.43	0.49	0.54	0.59	0.64	0.68	0.70	0	2769	5287	10574	15610	21400	26687	31974	40031	53375	66718	80062	98693	133436	200155	266873	100000000	0.14	0.16	0.18	0.19	0.21	0.24	0.26	0.30	0.34	0.39	0.44	0.49	0.55	0.63	0.68	0.70
1958	0	5287	10574	21400	31723	42297	53375	66718	80062	106749	142500	206952	266873	400309	533746	100000000	0.14	0.16	0.18	0.21	0.24	0.28	0.32	0.37	0.43	0.49	0.54	0.59	0.64	0.68	0.70	0	2769	5287	10574	15610	21400	26687	31974	40031	53375	66718	80062	98693	133436	200155	266873	100000000	0.14	0.16	0.18	0.19	0.21	0.24	0.26	0.30	0.34	0.39	0.44	0.49	0.55	0.63	0.68	0.70
1959	0	5287	10574	21400	31723	42297	53375	66718	80062	106749	142500	206952	266873	400309	533746	100000000	0.14	0.16	0.18	0.21	0.24	0.28	0.32	0.37	0.43	0.49	0.54	0.59	0.64	0.68	0.70	0	2769	5287	10574	15610	21400	26687	31974	40031	53375	66718	80062	98693	133436	200155	266873	100000000	0.14	0.16	0.18	0.19	0.21	0.24	0.26	0.30	0.34	0.39	0.44	0.49	0.55	0.63	0.68	0.70
1960	0	5287	10574	21400	31723	42297	53375	66718	80062	106749	142500	206952	266873	400309	533746	100000000	0.14	0.16	0.18	0.21	0.24	0.28	0.32	0.37	0.43	0.49	0.54	0.59	0.64	0.68	0.70	0	2769	5287	10574	15610	21400	26687	31974	40031	53375	66718	80062	98693	133436	200155	266873	100000000	0.14	0.16	0.18	0.19	0.21	0.24	0.26	0.30	0.34	0.39	0.44	0.49	0.55	0.63	0.68	0.70
1961	0	5287	10574	21400	31723	42297	53375	66718	80062	106749	142500	206952	266873	400309	533746	100000000	0.14	0.16	0.18	0.21	0.24	0.28	0.32	0.37	0.43	0.49	0.54	0.59	0.64	0.68	0.70	0	2769	5287	10574	15610	21400	26687	31974	40031	53375	66718	80062	98693	133436	200155	266873	100000000	0.14	0.16	0.18	0.19	0.21	0.24	0.26	0.30	0.34	0.39	0.44	0.49	0.55	0.63	0.68	0.70
1962	0	5287	10574	21400	31723	42297	53375	66718	80062	106749	142500	206952	266873	400309	533746	100000000	0.14	0.16	0.18	0.21	0.24	0.28	0.32	0.37	0.43	0.49	0.54	0.59	0.64	0.68	0.70	0	2769	5287	10574	15610	21400	26687	31974	40031	53375	66718	80062	98693	133436	200155	266873	100000000	0.14	0.16	0.18	0.19	0.21	0.24	0.26	0.30	0.34	0.39	0.44	0.49	0.55	0.63	0.68	0.70
1963	0	5287	10574	21400	31723	42297	53375	66718	80062	106749	142500	206952	266873	400309	533746	100000000	0.14	0.16	0.18	0.21	0.24	0.28	0.32	0.37	0.43	0.49	0.54	0.59	0.64	0.68	0.70	0	2769	5287	10574	15610	21400	26687	31974	40031	53375	66718	80062	98693	133436	200155	266873	100000000	0.14	0.16	0.18	0.19	0.21	0.24	0.26	0.30	0.34	0.39	0.44	0.49	0.55	0.63	0.68	0.70
